"STATION","DATE","AWND","DAPR","MDPR","PGTM","PRCP","PSUN","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","TSUN","WDF2","WDF5","WDFG","WDMV","WSF2","WSF5","WSFG"
"USC00452384","2020-03-10",,,,,"0.00",,,"1.0",,"46","25","27",,,,,,,,
"USC00452384","2020-03-11",,,,,"0.02",,,"1.0",,"44",,"38",,,,,,,,
"USC00452384","2020-03-12",,,,,"0.00",,,"1.0",,"41","27","28",,,,,,,,
"USC00452384","2020-03-13",,,,,"0.00",,,"1.0",,"45","28","30",,,,,,,,
"USC00452384","2020-03-14",,,,,"0.28",,"2.0","3.0",,"35","24","26",,,,,,,,
"USC00452384","2020-03-15",,,,,"0.00",,,"3.0",,"29","21","27",,,,,,,,
"USC00452384","2020-03-16",,,,,"0.00",,,"3.0",,"42","22","23",,,,,,,,
"USC00452384","2020-03-17",,,,,"0.00",,,"2.0",,"46","23","27",,,,,,,,
"USC00452384","2020-03-18",,,,,"0.00",,,"2.0",,"52","27","28",,,,,,,,
"USC00452384","2020-03-19",,,,,"0.00",,,"1.0",,"56","28","30",,,,,,,,
"USC00452384","2020-03-20",,,,,"0.00",,,"1.0",,"55","29","31",,,,,,,,
"USC00452384","2020-03-21",,,,,"0.00",,,"1.0",,"56","31","33",,,,,,,,
"USC00452384","2020-03-22",,,,,"0.00",,,"1.0",,"55","32","34",,,,,,,,
"USC00452384","2020-03-23",,,,,"0.01",,,"1.0",,"58","33","35",,,,,,,,
"USC00452384","2020-03-24",,,,,"0.13",,,"1.0",,"45","29","31",,,,,,,,
"USC00452384","2020-03-25",,,,,"0.03",,"0.0","0.0",,"41","30","32",,,,,,,,
"USC00452384","2020-03-27",,,,,"0.00",,,"0.0",,"46","30","34",,,,,,,,
"USC00452384","2020-03-28",,,,,"0.02",,,"0.0",,"47","33","36",,,,,,,,
"USC00452384","2020-03-29",,,,,"0.14",,,,,"46","34","38",,,,,,,,
"USC00452384","2020-03-30",,,,,"0.19",,,,,"53","33","36",,,,,,,,
"USC00452384","2020-03-31",,,,,"0.57",,"1.0","1.0",,"45","31","34",,,,,,,,
"USC00452384","2020-04-01",,,,,"0.28",,"0.0","1.0",,"39","27","29",,,,,,,,
"USC00452384","2020-04-02",,,,,"0.05",,"0.0","0.0",,"44","27","28",,,,,,,,
"USC00452384","2020-04-03",,,,,"0.10",,"0.0","0.0",,"44","28","30",,,,,,,,
"USC00452384","2020-04-04",,,,,"0.15",,"0.0","0.0",,"41","26","27",,,,,,,,
"USC00452384","2020-04-05",,,,,"0.02",,,"0.0",,,,"33",,,,,,,,
"USC00452384","2020-04-06",,,,,"0.00",,,,,"47","32","34",,,,,,,,
"USC00452384","2020-04-07",,,,,"0.00",,,,,"53","34","36",,,,,,,,
"USC00452384","2020-04-08",,,,,"0.00",,,,,"56","29","30",,,,,,,,
"USC00452384","2020-04-09",,,,,"0.00",,,,,"63","30","31",,,,,,,,
"USC00452384","2020-04-10",,,,,"0.00",,,,,,,"40",,,,,,,,
"USC00452384","2020-04-11",,,,,"0.00",,,,,"64","39","42",,,,,,,,
"USC00452384","2020-04-12",,,,,"0.00",,,,,"55","30","34",,,,,,,,
"USC00452384","2020-04-13",,,,,"0.00",,,,,"51","26","26",,,,,,,,
"USC00452384","2020-04-14",,,,,"0.00",,,,,,,"37",,,,,,,,
"USC00452384","2020-04-15",,,,,"0.00",,,,,"60","37","42",,,,,,,,
"USC00452384","2020-04-16",,,,,"0.03",,,,,"56","29","30",,,,,,,,
"USC00452384","2020-04-17",,,,,"0.00",,,,,"62","29","32",,,,,,,,
"USC00452384","2020-04-18",,,,,"0.00",,,,,,,"41",,,,,,,,
"USC00452384","2020-04-19",,,,,"0.00",,,,,"58","40","44",,,,,,,,
"USC00452384","2020-04-20",,,,,"0.00",,,,,"62","33","35",,,,,,,,
"USC00452384","2020-04-21",,,,,"0.00",,,,,,,"43",,,,,,,,
"USC00452384","2020-04-22",,,,,"0.00",,,,,"53","41","42",,,,,,,,
"USC00452384","2020-04-23",,,,,"0.53",,,,,"52","40","42",,,,,,,,
"USC00452384","2020-04-24",,,,,"0.08",,,,,"54","38","39",,,,,,,,
"USC00452384","2020-04-25",,,,,"0.03",,,,,"56","39","42",,,,,,,,
"USC00452384","2020-04-26",,,,,"0.27",,,,,"49","40","45",,,,,,,,
"USC00452384","2020-04-27",,,,,"0.08",,,,,"57","40","42",,,,,,,,
"USC00452384","2020-04-28",,,,,"0.03",,,,,"55","36","37",,,,,,,,
"USC00452384","2020-04-29",,,,,"0.00",,,,,,,"45",,,,,,,,
"USC00452384","2020-04-30",,,,,"0.03",,,,,"60","41","43",,,,,,,,
"USC00452384","2020-05-01",,,,,"0.14",,,,,"51","33","34",,,,,,,,
"USC00452384","2020-05-02",,,,,"0.02",,,,,,,"45",,,,,,,,
"USC00452384","2020-05-04",,,,,"0.10",,,,,"51","32","33",,,,,,,,
"USC00452384","2020-05-05",,,,,"0.00",,,,,,,"40",,,,,,,,
"USC00452384","2020-05-06",,,,,"0.04",,,,,"64","40","42",,,,,,,,
"USC00452384","2020-05-07",,,,,"0.68",,,,,"47","34","35",,,,,,,,
"USC00452384","2020-05-08",,,,,"0.00",,,,,"61","34","36",,,,,,,,
"USC00452384","2020-05-09",,,,,"0.00",,,,,,,"55",,,,,,,,
"USC00452384","2020-05-10",,,,,"0.00",,,,,"74","51","56",,,,,,,,
"USC00452384","2020-05-11",,,,,"0.00",,,,,"75","42","44",,,,,,,,
"USC00452384","2020-05-12",,,,,"0.01",,,,,"71","44","46",,,,,,,,
"USC00452384","2020-05-13",,,,,"0.44",,,,,"60","40","42",,,,,,,,
"USC00452384","2020-05-14",,,,,"0.01",,,,,"60","42","44",,,,,,,,
"USC00452384","2020-05-15",,,,,"0.02",,,,,"56","40","42",,,,,,,,
"USC00452384","2020-05-16",,,,,"0.00",,,,,,,"45",,,,,,,,
"USC00452384","2020-05-17",,,,,"0.01",,,,,,,"50",,,,,,,,
"USS0017B04S","2020-02-29",,,,,"0.10",,,"63.0","29","39","25","26",,,,,,,,
"USS0017B04S","2020-03-01",,,,,"0.00",,,"63.0","29","39","24","25",,,,,,,,
"USS0017B04S","2020-03-02",,,,,"0.00",,,"62.0","29","35","24","33",,,,,,,,
"USS0017B04S","2020-03-03",,,,,"0.00",,,"62.0","36","45","31","33",,,,,,,,
"USS0017B04S","2020-03-04",,,,,"0.00",,,"61.0","33","44","27","30",,,,,,,,
"USS0017B04S","2020-03-05",,,,,"0.00",,,"61.0","39","46","30","41",,,,,,,,
"USS0017B04S","2020-03-06",,,,,"0.10",,,"62.0","39","45","33","34",,,,,,,,
"USS0017B04S","2020-03-07",,,,,"0.70",,,"66.0","32","35","29","29",,,,,,,,
"USS0017B04S","2020-03-08",,,,,"0.00",,,"65.0","29","38","25","26",,,,,,,,
"USS0017B04S","2020-03-09",,,,,"0.00",,,"64.0","29","42","24","25",,,,,,,,
"USS0017B04S","2020-03-10",,,,,"0.00",,,"64.0","32","37","25","35",,,,,,,,
"USS0017B04S","2020-03-11",,,,,"0.00",,,"63.0","33","48","27","27",,,,,,,,
"USS0017B04S","2020-03-12",,,,,"0.00",,,"63.0","31","43","25","28",,,,,,,,
"USS0017B04S","2020-03-13",,,,,"0.00",,,"62.0","22","29","11","11",,,,,,,,
"USS0017B04S","2020-03-14",,,,,"0.00",,,"62.0","10","14","7","12",,,,,,,,
"USS0017B04S","2020-03-15",,,,,"0.00",,,"63.0","22","31","10","29",,,,,,,,
"USS0017B04S","2020-03-16",,,,,"0.40",,,"61.0","35","47","27","35",,,,,,,,
"USS0017B04S","2020-03-17",,,,,"0.00",,,"59.0","39","52","32","35",,,,,,,,
"USS0017B04S","2020-03-18",,,,,"0.00",,,"59.0","39","51","31","35",,,,,,,,
"USS0017B04S","2020-03-19",,,,,"0.10",,,"58.0","40","52","34","38",,,,,,,,
"USS0017B04S","2020-03-20",,,,,"0.00",,,"56.0","42","52","35","36",,,,,,,,
"USS0017B04S","2020-03-21",,,,,"0.00",,,"55.0","40","52","33","34",,,,,,,,
"USS0017B04S","2020-03-22",,,,,"0.00",,,"54.0","39","50","29","39",,,,,,,,
"USS0017B04S","2020-03-23",,,,,"0.00",,,"54.0","35","40","28","28",,,,,,,,
"USS0017B04S","2020-03-24",,,,,"0.00",,,"53.0","30","40","26","29",,,,,,,,
"USS0017B04S","2020-03-25",,,,,"0.30",,,"55.0","30","38","26","27",,,,,,,,
"USS0017B04S","2020-03-26",,,,,"0.00",,,"53.0","28","35","22","28",,,,,,,,
"USS0017B04S","2020-03-27",,,,,"0.20",,,"56.0","30","35","26","32",,,,,,,,
"USS0017B04S","2020-03-28",,,,,"0.10",,,"57.0","34","36","31","36",,,,,,,,
"USS0017B04S","2020-03-29",,,,,"0.30",,,"56.0","35","42","34","34",,,,,,,,
"USS0017B04S","2020-03-30",,,,,"0.20",,,"56.0","33","39","29","30",,,,,,,,
"USS0017B04S","2020-03-31",,,,,"0.70",,,"59.0","29","39","25","27",,,,,,,,
"USS0017B04S","2020-04-01",,,,,"0.00",,,"59.0","29","44","25","26",,,,,,,,
"USS0017B04S","2020-04-02",,,,,"0.10",,,"60.0","28","38","24","27",,,,,,,,
"USS0017B04S","2020-04-03",,,,,"0.10",,,"60.0","27","35","22","22",,,,,,,,
"USS0017B04S","2020-04-04",,,,,"0.10",,,"60.0","30","44","20","31",,,,,,,,
"USS0017B04S","2020-04-05",,,,,"0.00",,,"60.0","33","40","28","34",,,,,,,,
"USS0017B04S","2020-04-06",,,,,"0.10",,,"58.0","39","49","33","36",,,,,,,,
"USS0017B04S","2020-04-07",,,,,"0.00",,,"57.0","40","52","30","40",,,,,,,,
"USS0017B04S","2020-04-08",,,,,"0.00",,,"55.0","45","58","36","41",,,,,,,,
"USS0017B04S","2020-04-09",,,,,"0.00",,,"54.0","50","61","41","45",,,,,,,,
"USS0017B04S","2020-04-10",,,,,"0.00",,,"51.0","49","60","42","45",,,,,,,,
"USS0017B04S","2020-04-11",,,,,"0.00",,,"49.0","36","47","26","26",,,,,,,,
"USS0017B04S","2020-04-12",,,,,"0.00",,,"49.0","30","43","22","28",,,,,,,,
"USS0017B04S","2020-04-13",,,,,"0.00",,,"48.0","36","47","27","35",,,,,,,,
"USS0017B04S","2020-04-14",,,,,"0.00",,,"46.0","39","47","33","40",,,,,,,,
"USS0017B04S","2020-04-15",,,,,"0.00",,,"45.0","38","50","32","32",,,,,,,,
"USS0017B04S","2020-04-16",,,,,"0.00",,,"43.0","38","50","29","35",,,,,,,,
"USS0017B04S","2020-04-17",,,,,"0.10",,,"42.0","43","55","34","44",,,,,,,,
"USS0017B04S","2020-04-18",,,,,"0.00",,,"40.0","44","54","41","41",,,,,,,,
"USS0017B04S","2020-04-19",,,,,"0.00",,,"38.0","43","55","35","43",,,,,,,,
"USS0017B04S","2020-04-20",,,,,"0.00",,,"37.0","48","60","41","45",,,,,,,,
"USS0017B04S","2020-04-21",,,,,"0.00",,,"34.0","46","56","38","44",,,,,,,,
"USS0017B04S","2020-04-22",,,,,"0.50",,,"33.0","39","47","33","37",,,,,,,,
"USS0017B04S","2020-04-23",,,,,"0.10",,,"31.0","41","51","37","41",,,,,,,,
"USS0017B04S","2020-04-24",,,,,"0.00",,,"30.0","43","50","35","41",,,,,,,,
"USS0017B04S","2020-04-25",,,,,"0.10",,,"29.0","42","45","37","37",,,,,,,,
"USS0017B04S","2020-04-26",,,,,"0.10",,,"28.0","43","54","33","44",,,,,,,,
"USS0017B04S","2020-04-27",,,,,"0.00",,,"25.0","42","51","36","37",,,,,,,,
"USS0017B04S","2020-04-28",,,,,"0.00",,,"23.0","46","57","36","48",,,,,,,,
"USS0017B04S","2020-04-29",,,,,"0.00",,,"20.0","54","63","47","49",,,,,,,,
"USS0017B04S","2020-04-30",,,,,"0.00",,,"17.0","45","54","38","38",,,,,,,,
"USS0017B04S","2020-05-01",,,,,"0.00",,,"15.0","44","54","35","43",,,,,,,,
"USS0017B04S","2020-05-02",,,,,"0.50",,,"13.0","48","62","36","36",,,,,,,,
"USS0017B04S","2020-05-03",,,,,"0.10",,,"11.0","36","46","32","35",,,,,,,,
"USS0017B04S","2020-05-04",,,,,"0.10",,,"9.0","42","52","32","42",,,,,,,,
"USS0017B04S","2020-05-05",,,,,"0.20",,,"6.0","51","62","42","50",,,,,,,,
"USS0017B04S","2020-05-06",,,,,"0.80",,,"7.0","39","51","34","34",,,,,,,,
"USS0017B04S","2020-05-07",,,,,"0.10",,,"6.0","39","46","33","37",,,,,,,,
"USS0017B04S","2020-05-08",,,,,"0.00",,,"2.0","46","58","36","45",,,,,,,,
"USS0017B04S","2020-05-09",,,,,"0.00",,,"0.0","51","62","43","47",,,,,,,,
"USS0017B04S","2020-05-10",,,,,"0.00",,,"0.0","50","61","42","42",,,,,,,,
"USS0017B04S","2020-05-11",,,,,"0.10",,,"0.0","45","54","38","42",,,,,,,,
"USS0017B04S","2020-05-12",,,,,"0.20",,,"0.0","43","51","39","41",,,,,,,,
"USS0017B04S","2020-05-13",,,,,"1.30",,,"0.0","41","50","38","42",,,,,,,,
"USS0017B04S","2020-05-14",,,,,"0.00",,,"0.0","43","49","38","40",,,,,,,,
"USS0017B04S","2020-05-15",,,,,"0.10",,,"0.0","43","52","39","44",,,,,,,,
"USS0017B04S","2020-05-16",,,,,"0.00",,,"0.0","49","60","41","48",,,,,,,,
"USS0017B04S","2020-05-17",,,,,"0.40",,,"0.0","48","61","44","45",,,,,,,,
"US1WALN0010","2020-02-29",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-01",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-02",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-03",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-04",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-05",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-06",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-07",,,,,"0.37",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-08",,,,,"0.08",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-09",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-10",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-11",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-12",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-13",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-15",,"    2","0.36",,,,,,,,,,,,,,,,,
"US1WALN0010","2020-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WALN0010","2020-03-17",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-18",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-19",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-20",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-21",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-22",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-23",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-24",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-25",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-26",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-27",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-28",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-29",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-30",,,,,"0.02",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-03-31",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-01",,,,,"0.02",,,"0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-02",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-03",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-04",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-05",,,,,"0.08",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-06",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-07",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-08",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-09",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-10",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-11",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-12",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-13",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-14",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-15",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-16",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-17",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-18",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-19",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-20",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-21",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-22",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-23",,,,,"0.15",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-24",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-25",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-26",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-27",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-28",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-29",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-04-30",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-01",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-02",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-03",,,,,"0.09",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-04",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-05",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-06",,,,,"0.47",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-07",,,,,"0.13",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-08",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-09",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-10",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-11",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-12",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-13",,,,,"0.17",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-14",,,,,"0.11",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-15",,,,,"0.19",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-16",,,,,"0.00",,"0.0","0.0",,,,,,,,,,,,
"US1WALN0010","2020-05-17",,,,,"0.02",,"0.0","0.0",,,,,,,,,,,,
"US1WABT0007","2020-02-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-06",,,,,"0.15",,,,,,,,,,,,,,,
"US1WABT0007","2020-03-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-14",,,,,"0.02",,"2.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-17",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-23",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-25",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-26",,,,,"0.38",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-03-31",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-02",,,,,"0.09",,,,,,,,,,,,,,,
"US1WABT0007","2020-04-03",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-06",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-09",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-18",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-19",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-20",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-21",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-22",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-23",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0007","2020-04-24",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-26",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-27",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-28",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-29",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-04-30",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-01",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-02",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-03",,,,,"0.00",,,,,,,,,,,,,,,
"US1WABT0007","2020-05-04",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-05",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-06",,,,,"0.11",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-07",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-08",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-10",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-11",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-12",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-13",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-14",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-15",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"US1WABT0007","2020-05-16",,,,,"0.00",,"0.0",,,,,,,,,,,,,
"USS0021B60S","2020-02-29",,,,,"1.20",,,"78.0","31","35","27","28",,,,,,,,
"USS0021B60S","2020-03-01",,,,,"0.20",,,"79.0","30","36","26","31",,,,,,,,
"USS0021B60S","2020-03-02",,,,,"3.00",,,"84.0","33","37","30","36",,,,,,,,
"USS0021B60S","2020-03-03",,,,,"1.20",,,"81.0","37","40","35","36",,,,,,,,
"USS0021B60S","2020-03-04",,,,,"0.90",,,"84.0","33","42","30","37",,,,,,,,
"USS0021B60S","2020-03-05",,,,,"0.20",,,"81.0","39","49","34","34",,,,,,,,
"USS0021B60S","2020-03-06",,,,,"0.60",,,"85.0","34","39","32","32",,,,,,,,
